Volume (pixel^3),Surface (pixel^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (pixel),SD dist. to surf. (pixel),Median dist. to surf. (pixel),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
877,766,877,355,575312,656.000,0.000,656,656,656,39.704,326.513,34.455,5.678,1.020,5.708,39.704,326.513,34.455,35,321,27,10,13,17
1552,1368,1552,695,1196592,771.000,0.000,771,771,771,277.856,446.582,43.923,8.259,3.236,7.766,277.855,446.581,43.923,273,435,27,11,18,32
1244,1032,1244,505,888216,714.000,0.000,714,714,714,186.027,468.567,39.344,7.365,2.644,6.757,186.027,468.568,39.344,182,461,27,9,15,26
1439,1294,1439,589,948301,659.000,0.000,659,659,659,301.976,500.159,34.169,6.875,1.556,7.028,301.976,500.158,34.169,294,494,27,16,15,16
870,740,870,428,491550,565.000,0.000,565,565,565,248.552,506.192,32.678,5.974,1.622,5.884,248.551,506.191,32.678,245,499,27,10,12,17
655,792,655,399,432300,660.000,0.000,660,660,660,513.432,503.907,39.121,7.018,3.338,6.629,513.431,503.906,39.121,508,498,27,9,12,28
864,712,864,346,542592,628.000,0.000,628,628,628,423.394,95.337,33.131,5.608,0.821,5.582,423.392,95.337,33.131,416,90,28,14,11,13
1864,1240,1864,695,1353264,726.000,0.000,726,726,726,17.323,276.791,41.004,7.785,2.044,7.369,17.323,276.791,41.004,11,272,28,15,12,26
10,36,10,10,5920,592.000,0.000,592,592,592,0.200,308.000,29.500,1.053,0.334,1.136,0.200,308.000,29.500,0,307,28,2,3,4
1752,1360,1752,701,1264944,722.000,0.000,722,722,722,340.929,354.953,38.856,7.705,2.022,7.773,340.929,354.952,38.856,334,347,28,15,17,22
12,42,12,10,7128,594.000,0.000,594,594,594,275.000,372.000,29.500,1.194,0.161,1.118,275.000,372.000,29.500,274,371,28,3,3,4
191,294,191,191,111353,583.000,0.000,583,583,583,270.382,384.592,28.497,3.808,1.408,3.806,270.383,384.592,28.497,265,379,28,11,14,2
136,220,136,84,86224,634.000,0.000,634,634,634,83.125,385.140,32.846,2.977,0.816,2.823,83.125,385.140,32.846,81,382,28,5,7,11
1683,1298,1683,683,1231956,732.000,0.000,732,732,732,208.554,447.141,40.793,7.881,2.554,7.484,208.555,447.142,40.793,203,439,28,11,16,27
1817,1388,1817,875,1201037,661.000,0.000,661,661,661,508.879,513.544,37.420,8.163,2.489,8.210,508.878,513.544,37.420,496,508,28,21,9,23
91,178,91,62,56966,626.000,0.000,626,626,626,335.879,52.143,33.044,2.693,0.864,2.493,335.879,52.143,33.044,334,50,29,5,5,10
1751,1252,1751,641,1255467,717.000,0.000,717,717,717,149.465,109.071,41.731,7.663,2.143,7.198,149.465,109.072,41.731,143,104,29,14,12,27
187,262,187,115,119493,639.000,0.000,639,639,639,14.599,137.241,34.508,3.353,1.012,3.194,14.599,137.241,34.508,13,134,29,5,7,12
287,400,287,162,190855,665.000,0.000,665,665,665,356.240,170.314,36.282,4.269,1.479,4.100,356.240,170.314,36.282,353,167,29,9,8,15
650,656,650,306,455000,700.000,0.000,700,700,700,375.343,212.169,39.365,5.861,2.176,5.251,375.344,212.169,39.365,372,208,29,8,9,22
1067,940,1067,439,784245,735.000,0.000,735,735,735,77.864,247.487,40.933,6.877,2.420,6.525,77.865,247.486,40.932,71,241,29,16,13,23
158,256,158,98,101278,641.000,0.000,641,641,641,244.241,259.962,34.165,3.251,0.998,3.121,244.240,259.962,34.165,242,257,29,5,7,12
1856,1316,1856,677,1078336,581.000,0.000,581,581,581,443.698,282.189,36.438,8.292,2.657,7.906,443.699,282.189,36.438,439,270,29,14,22,22
106,192,106,72,68052,642.000,0.000,642,642,642,53.623,308.925,34.264,2.882,0.973,2.630,53.623,308.925,34.264,52,306,29,5,6,11
92,162,92,59,57408,624.000,0.000,624,624,624,228.391,410.989,32.217,2.549,0.549,2.468,228.391,410.989,32.217,226,409,29,6,5,8
422,452,422,217,256154,607.000,0.000,607,607,607,488.645,424.600,33.431,4.611,1.243,4.422,488.645,424.600,33.431,485,420,29,8,10,14
1217,942,1217,496,724115,595.000,0.000,595,595,595,33.202,432.749,35.071,6.501,1.403,6.369,33.202,432.749,35.071,26,426,29,13,14,17
1258,912,1258,438,870536,692.000,0.000,692,692,692,110.011,448.271,38.249,6.506,1.277,6.152,110.010,448.271,38.249,105,443,29,11,13,21
2254,1642,2254,846,1697262,753.000,0.000,753,753,753,115.169,485.496,41.186,8.567,2.788,8.316,115.167,485.499,41.186,105,479,29,19,16,29
901,716,901,342,615383,683.000,0.000,683,683,683,329.667,61.859,37.729,5.695,0.888,5.524,329.667,61.859,37.729,325,57,30,11,11,16
708,630,708,286,484272,684.000,0.000,684,684,684,132.836,63.853,38.220,5.267,0.930,5.082,132.836,63.853,38.220,129,58,30,9,12,17
2057,1556,2057,796,1577719,767.000,0.000,767,767,767,146.944,100.078,44.125,8.528,2.851,8.056,146.945,100.079,44.125,140,92,30,14,14,29
960,772,960,451,670080,698.000,0.000,698,698,698,2.284,123.353,39.729,6.324,1.989,6.025,2.284,123.353,39.729,0,118,30,7,12,21
3527,2236,3527,1059,2698155,765.000,0.000,765,765,765,341.221,207.734,48.767,10.001,3.121,9.324,341.220,207.733,48.767,333,198,30,16,21,35
278,370,278,162,187650,675.000,0.000,675,675,675,359.083,230.424,36.590,4.146,1.455,3.930,359.083,230.424,36.590,356,227,30,7,8,15
318,416,318,182,225780,710.000,0.000,710,710,710,345.629,234.038,38.195,4.667,1.825,4.492,345.629,234.038,38.195,343,230,30,6,9,18
667,564,667,315,451559,677.000,0.000,677,677,677,512.732,430.060,37.004,5.192,1.144,5.114,512.731,430.060,37.004,508,426,30,9,9,15
985,804,985,381,727915,739.000,0.000,739,739,739,275.661,484.215,41.932,6.190,1.630,5.686,275.661,484.216,41.932,270,479,30,12,11,22
3034,1798,3034,878,2378656,784.000,0.000,784,784,784,138.221,497.761,46.341,9.310,2.690,8.772,138.220,497.760,46.341,131,489,30,15,17,33
176,292,176,138,119680,680.000,0.000,680,680,680,297.176,0.818,37.778,3.598,1.398,3.357,297.176,0.818,37.778,292,0,31,10,4,13
1520,1184,1520,634,1088320,716.000,0.000,716,716,716,313.552,4.434,44.064,8.091,3.247,6.841,313.553,4.434,44.064,308,0,31,13,13,32
618,618,618,275,409116,662.000,0.000,662,662,662,315.668,70.293,35.948,4.994,0.762,4.850,315.669,70.293,35.948,311,65,31,12,12,12
701,652,701,323,480185,685.000,0.000,685,685,685,308.613,109.344,38.438,5.355,1.274,5.295,308.613,109.344,38.438,305,104,31,9,11,17
527,550,527,273,386291,733.000,0.000,733,733,733,309.397,119.125,41.843,5.317,1.987,4.716,309.396,119.125,41.843,306,116,31,7,8,21
4909,2932,4909,1417,3750476,764.000,0.000,764,764,764,36.154,122.390,48.580,10.908,2.775,10.661,36.155,122.389,48.580,29,113,31,17,26,35
1223,916,1223,471,782720,640.000,0.000,640,640,640,194.908,165.457,35.792,6.394,1.070,6.193,194.908,165.457,35.792,188,159,31,15,13,15
1873,1264,1873,642,1374782,734.000,0.000,734,734,734,239.470,221.773,42.710,7.702,1.883,7.392,239.470,221.772,42.710,233,215,31,13,15,25
1430,1214,1430,580,1101100,770.000,0.000,770,770,770,13.264,337.801,45.805,8.131,3.384,7.289,13.264,337.799,45.805,9,333,31,11,12,35
1105,832,1105,427,739245,669.000,0.000,669,669,669,270.176,385.977,36.384,6.135,0.936,5.995,270.176,385.978,36.384,265,380,31,11,13,15
3514,1868,3514,977,2751462,783.000,0.000,783,783,783,262.351,446.822,49.100,9.819,2.869,9.110,262.351,446.821,49.100,255,440,31,15,15,35
701,618,701,329,429713,613.000,0.000,613,613,613,154.288,58.949,36.146,5.369,1.194,5.146,154.288,58.949,36.146,149,53,32,10,13,14
370,412,370,283,227180,614.000,0.000,614,614,614,416.359,134.962,33.000,4.576,1.507,4.799,416.360,134.962,33.000,410,130,32,14,11,3
2233,1386,2233,669,1656886,742.000,0.000,742,742,742,340.639,188.374,43.920,8.107,1.825,7.690,340.640,188.373,43.920,334,181,32,14,17,24
5896,3176,5896,1544,4710904,799.000,0.000,799,799,799,377.568,283.016,51.854,11.875,3.233,11.336,377.572,283.019,51.853,367,272,32,25,23,36
887,874,887,409,672346,758.000,0.000,758,758,758,427.086,284.140,42.448,6.526,2.347,6.251,427.086,284.140,42.448,422,279,32,10,12,22
338,394,338,179,228488,676.000,0.000,676,676,676,42.917,313.249,37.861,4.122,0.885,4.039,42.917,313.249,37.861,39,309,32,9,9,12
235,330,235,137,162855,693.000,0.000,693,693,693,197.349,496.651,38.030,3.825,1.256,3.402,197.349,496.651,38.030,195,493,32,6,8,14
2010,1414,2010,815,1614030,803.000,0.000,803,803,803,107.474,2.907,50.978,8.449,2.837,7.985,107.474,2.907,50.977,101,0,33,16,9,34
547,600,547,275,362661,663.000,0.000,663,663,663,141.016,75.572,38.024,4.974,1.215,4.975,141.017,75.572,38.024,134,70,33,14,11,12
2563,1564,2563,790,1840234,718.000,0.000,718,718,718,370.599,161.662,42.073,8.548,1.932,8.204,370.600,161.662,42.073,363,152,33,15,18,25
858,728,858,376,561132,654.000,0.000,654,654,654,332.431,222.092,39.374,5.883,1.513,5.855,332.432,222.092,39.374,328,217,33,10,12,17
222,280,222,120,152736,688.000,0.000,688,688,688,346.441,244.356,38.068,3.432,0.596,3.331,346.441,244.356,38.068,343,241,33,7,7,10
2135,1448,2135,704,1552145,727.000,0.000,727,727,727,40.519,293.204,45.127,8.598,2.798,8.290,40.519,293.203,45.127,34,285,33,15,17,29
284,366,284,190,206752,728.000,0.000,728,728,728,1.137,310.838,41.630,4.160,1.499,3.991,1.137,310.838,41.630,0,307,33,5,9,17
2116,1498,2116,765,1546796,731.000,0.000,731,731,731,73.870,439.762,45.930,8.524,2.771,8.525,73.870,439.762,45.930,67,433,33,14,16,28
449,476,449,240,286462,638.000,0.000,638,638,638,326.728,104.628,36.332,4.586,1.085,4.438,326.729,104.628,36.332,323,99,34,9,13,8
483,512,483,231,320712,664.000,0.000,664,664,664,410.822,115.422,37.337,4.573,0.772,4.439,410.822,115.422,37.337,405,111,34,12,10,11
5651,2786,5651,1530,3950049,699.000,0.000,699,699,699,21.051,157.785,43.741,11.231,2.499,11.104,21.051,157.786,43.740,12,144,34,22,27,28
3232,2262,3232,1048,2485408,769.000,0.000,769,769,769,307.471,281.048,49.629,9.728,2.843,9.386,307.479,281.044,49.629,301,266,34,15,27,31
844,704,844,452,573076,679.000,0.000,679,679,679,77.741,450.195,36.508,5.745,1.440,5.875,77.741,450.196,36.508,72,443,34,14,15,7
2624,1512,2624,797,2104448,802.000,0.000,802,802,802,471.986,446.741,50.394,8.798,2.470,8.158,471.986,446.742,50.394,465,441,34,14,13,31
3285,2152,3285,1191,2608290,794.000,0.000,794,794,794,219.813,469.599,51.217,9.778,2.911,9.357,219.813,469.598,51.217,213,459,34,13,26,34
2398,1420,2398,850,1748142,729.000,0.000,729,729,729,35.813,380.530,43.192,8.473,2.032,8.139,35.813,380.529,43.192,30,373,35,13,20,23
133,248,133,94,97090,730.000,0.000,730,730,730,210.639,426.932,41.774,3.645,1.619,3.389,210.639,426.932,41.774,209,424,35,5,6,15
4040,2092,4040,1182,3122920,773.000,0.000,773,773,773,119.893,467.866,48.313,10.557,3.057,9.856,119.893,467.854,48.313,111,459,35,18,20,29
688,632,688,297,512560,745.000,0.000,745,745,745,73.456,468.836,44.219,5.415,1.426,4.988,73.456,468.835,44.219,69,464,35,9,10,19
2144,1336,2144,658,1633728,762.000,0.000,762,762,762,118.565,25.244,46.810,7.719,1.192,7.691,118.564,25.244,46.810,111,19,36,17,15,21
833,774,833,372,622251,747.000,0.000,747,747,747,23.433,122.553,44.463,6.010,1.755,5.724,23.433,122.553,44.463,16,118,36,12,12,19
1498,1022,1498,533,1059086,707.000,0.000,707,707,707,416.324,136.636,40.817,6.787,0.982,6.729,416.325,136.636,40.817,409,130,36,17,14,14
209,330,209,137,147972,708.000,0.000,708,708,708,126.809,137.856,40.483,3.714,1.355,3.579,126.809,137.856,40.483,125,131,36,4,13,10
1318,888,1318,575,948960,720.000,0.000,720,720,720,276.835,273.283,41.253,6.516,1.183,6.385,276.835,273.283,41.253,272,264,37,13,18,10
409,436,409,210,287118,702.000,0.000,702,702,702,250.396,283.589,41.039,4.374,0.901,4.185,250.397,283.589,41.039,247,279,37,8,9,12
4607,2258,4607,1208,3786954,822.000,0.000,822,822,822,84.979,311.385,53.459,10.521,2.406,10.338,84.979,311.384,53.458,77,301,37,17,21,31
984,794,984,399,683880,695.000,0.000,695,695,695,287.734,34.412,41.839,5.909,1.016,5.794,287.734,34.412,41.839,278,28,38,17,13,13
239,380,239,148,176860,740.000,0.000,740,740,740,23.607,47.862,44.318,4.277,1.805,3.949,23.607,47.862,44.318,19,44,38,9,12,13
1669,1104,1669,529,1273447,763.000,0.000,763,763,763,128.173,53.714,47.138,7.063,1.141,7.037,128.173,53.714,47.138,123,46,38,11,16,20
1003,796,1003,372,758268,756.000,0.000,756,756,756,112.392,114.465,46.116,5.907,0.858,5.947,112.391,114.465,46.116,108,108,38,10,13,17
1848,1148,1848,634,1369368,741.000,0.000,741,741,741,120.642,123.165,45.653,7.528,1.495,7.398,120.642,123.165,45.653,114,116,38,13,14,20
314,370,314,165,235186,749.000,0.000,749,749,749,271.366,198.475,44.385,3.951,0.884,3.921,271.366,198.475,44.385,267,196,38,9,6,13
1659,1224,1659,615,1305633,787.000,0.000,787,787,787,363.145,206.031,49.766,7.520,2.021,7.280,363.145,206.031,49.765,355,200,38,16,16,21
2295,1414,2295,768,1627155,709.000,0.000,709,709,709,22.426,222.078,45.501,8.213,1.820,8.115,22.425,222.078,45.501,15,213,38,15,18,21
343,388,343,171,254849,743.000,0.000,743,743,743,320.918,282.224,44.120,4.053,0.828,3.994,320.919,282.225,44.120,317,279,38,8,7,13
218,274,218,132,155434,713.000,0.000,713,713,713,491.110,370.450,41.569,3.510,0.871,3.497,491.110,370.449,41.569,489,367,38,6,7,10
2036,1286,2036,664,1620656,796.000,0.000,796,796,796,73.161,210.630,52.447,8.000,2.158,7.387,73.161,210.630,52.447,68,204,39,11,14,29
671,604,671,348,470371,701.000,0.000,701,701,701,19.204,267.246,42.492,5.295,1.188,5.285,19.204,267.247,42.492,13,262,39,14,9,12
1597,1184,1597,600,1304749,817.000,0.000,817,817,817,286.473,342.253,53.240,7.604,2.400,7.080,286.473,342.252,53.240,281,336,39,12,13,29
3245,1712,3245,1017,2599245,801.000,0.000,801,801,801,35.484,392.801,54.182,9.733,2.825,9.092,35.484,392.801,54.182,28,387,39,15,14,29
2992,1970,2992,991,2546192,851.000,0.000,851,851,851,306.526,392.904,55.764,9.350,2.562,9.071,306.526,392.904,55.764,298,385,39,17,17,29
170,248,170,101,126480,744.000,0.000,744,744,744,285.688,412.188,44.412,3.204,0.799,3.033,285.688,412.188,44.412,284,409,39,5,7,11
2675,2012,2675,1211,2070032,773.844,6.361,779,766,779,230.219,466.150,50.794,9.257,3.612,8.824,230.212,466.150,50.849,221,459,39,17,15,29
912,860,912,507,727776,798.000,0.000,798,798,798,278.914,275.716,49.794,6.072,1.759,6.289,278.915,275.716,49.794,270,269,40,19,15,13
2292,1332,2292,852,1783176,778.000,0.000,778,778,778,242.070,381.333,44.572,8.158,1.884,8.113,242.069,381.333,44.572,232,372,40,24,17,10
222,294,222,126,166944,752.000,0.000,752,752,752,45.072,476.126,44.955,3.572,0.954,3.451,45.072,476.126,44.955,42,473,40,7,7,11
1069,1006,1069,569,806026,754.000,0.000,754,754,754,112.320,492.307,46.106,6.933,2.277,6.466,112.319,492.308,46.106,102,489,40,21,10,20
1254,940,1254,477,935484,746.000,0.000,746,746,746,255.337,23.266,45.509,6.481,1.199,6.322,255.337,23.266,45.509,247,18,41,18,11,13
1595,1094,1595,546,1293545,811.000,0.000,811,811,811,89.925,76.086,53.644,7.290,1.896,6.801,89.925,76.086,53.644,85,70,41,11,13,26
2096,1414,2096,667,1708240,815.000,0.000,815,815,815,290.938,246.531,52.876,7.898,1.691,7.758,290.937,246.531,52.876,283,241,41,21,13,24
2933,1682,2933,917,2114693,721.000,0.000,721,721,721,379.049,301.345,49.642,9.008,2.051,8.865,379.047,301.345,49.642,372,291,41,15,19,24
1670,1120,1670,585,1254170,751.000,0.000,751,751,751,87.760,374.091,45.966,7.203,1.271,6.962,87.761,374.091,45.967,80,364,41,16,18,15
2094,1376,2094,674,1725456,824.000,0.000,824,824,824,20.801,376.958,53.583,8.245,2.336,7.740,20.801,376.957,53.583,14,370,41,15,15,27
1399,1002,1399,540,1031063,737.000,0.000,737,737,737,78.311,452.603,46.119,6.852,1.370,6.684,78.311,452.599,46.118,71,446,41,15,13,17
93,164,93,62,70215,755.000,0.000,755,755,755,118.656,504.387,44.849,2.514,0.575,2.574,118.656,504.387,44.849,117,502,41,5,6,8
4198,2096,4198,1154,3425568,816.000,0.000,816,816,816,37.092,254.882,56.419,10.169,2.303,10.169,37.092,254.882,56.419,30,244,42,15,27,26
665,596,665,290,516040,776.000,0.000,776,776,776,89.335,293.377,49.212,5.124,0.927,5.210,89.335,293.377,49.212,86,288,42,8,12,15
2784,1506,2784,862,2330208,837.000,0.000,837,837,837,341.853,297.735,54.873,8.618,1.543,8.391,341.852,297.735,54.874,332,291,42,19,16,21
429,512,429,234,333333,777.000,0.000,777,777,777,99.921,317.368,49.219,4.730,1.540,4.530,99.921,317.369,49.219,97,311,42,7,13,17
1465,1142,1465,618,1201300,820.000,0.000,820,820,820,168.589,487.689,49.380,6.909,1.466,7.011,168.588,487.689,49.380,160,481,42,17,16,13
775,648,775,310,608375,785.000,0.000,785,785,785,128.626,39.316,50.890,5.417,0.951,5.165,128.625,39.316,50.890,124,35,43,10,11,16
497,504,497,240,384678,774.000,0.000,774,774,774,73.408,150.998,48.761,4.593,0.735,4.545,73.408,150.998,48.761,67,146,43,11,10,11
1157,882,1157,426,919815,795.000,0.000,795,795,795,66.594,163.142,51.613,6.259,1.134,6.356,66.594,163.142,51.613,62,156,43,10,15,17
1072,922,1072,427,892976,833.000,0.000,833,833,833,38.410,204.292,55.624,6.553,1.977,6.057,38.410,204.293,55.624,33,200,43,13,10,25
1139,892,1139,448,864501,759.000,0.000,759,759,759,255.202,310.736,47.112,6.191,1.045,6.136,255.202,310.735,47.112,250,303,43,12,16,13
1756,1258,1756,605,1438164,819.000,0.000,819,819,819,199.226,423.484,54.370,7.561,1.887,7.254,199.226,423.485,54.370,188,418,43,19,12,23
880,732,880,462,726000,825.000,0.000,825,825,825,513.624,2.840,55.865,6.553,2.458,6.049,513.624,2.840,55.865,509,0,44,8,9,24
1569,1126,1569,515,1295994,826.000,0.000,826,826,826,65.742,55.335,55.531,7.008,1.277,6.760,65.741,55.335,55.531,60,49,44,13,15,23
189,268,189,114,147420,780.000,0.000,780,780,780,285.159,140.979,50.021,3.422,1.064,3.122,285.159,140.979,50.021,283,139,44,6,5,13
782,636,782,325,610742,781.000,0.000,781,781,781,83.744,150.160,50.032,5.379,0.795,5.352,83.744,150.160,50.032,79,145,44,10,11,14
1837,1162,1837,614,1491644,812.000,0.000,812,812,812,399.287,210.599,53.056,7.516,1.509,7.338,399.288,210.599,53.056,392,205,44,15,12,19
96,192,96,66,73728,768.000,0.000,768,768,768,54.448,234.552,48.458,2.776,0.954,2.627,54.448,234.552,48.458,52,232,44,5,6,11
118,200,118,77,91450,775.000,0.000,775,775,775,403.525,244.127,48.619,2.781,0.696,2.792,403.526,244.127,48.619,401,242,44,6,5,10
3260,1888,3260,1024,2744920,842.000,0.000,842,842,842,312.353,323.060,55.580,9.150,1.744,9.184,312.353,323.059,55.579,304,316,44,21,16,21
2760,1886,2760,1099,2323630,841.895,4.877,838,838,848,247.566,411.264,57.149,8.209,2.549,7.940,247.561,411.272,57.179,241,404,44,14,16,24
2618,1798,2618,1055,2209988,844.151,5.490,839,839,850,269.341,419.238,58.247,7.875,2.595,7.816,269.341,419.249,58.279,262,412,44,15,17,24
281,336,281,144,220866,786.000,0.000,786,786,786,297.199,199.829,50.779,3.753,0.712,3.631,297.199,199.829,50.779,294,196,45,7,8,12
405,442,405,305,303750,750.000,0.000,750,750,750,378.146,234.919,45.988,4.705,1.497,5.078,378.146,234.919,45.988,372,228,45,14,14,3
3899,1842,3899,1059,3279059,841.000,0.000,841,841,841,262.752,231.989,58.299,9.575,1.516,9.575,262.753,231.987,58.299,253,224,45,21,16,23
628,602,628,288,502400,800.000,0.000,800,800,800,40.107,315.865,52.537,5.421,1.593,4.936,40.107,315.865,52.537,36,312,45,9,9,18
3003,1710,3003,957,2282280,760.000,0.000,760,760,760,331.564,340.658,54.271,9.100,2.091,9.102,331.566,340.660,54.271,325,332,45,15,17,23
1256,1048,1256,485,1027408,818.000,0.000,818,818,818,98.652,354.329,53.907,6.891,1.997,6.988,98.652,354.329,53.907,93,346,45,13,19,18
1897,1226,1897,645,1572613,829.000,0.000,829,829,829,214.672,399.558,55.883,7.508,1.256,7.259,214.672,399.556,55.883,207,393,45,15,14,19
3170,1828,3170,893,2631100,830.000,0.000,830,830,830,106.879,500.232,56.211,8.998,1.376,8.809,106.879,500.228,56.211,98,491,45,21,19,23
143,230,143,143,108251,757.000,0.000,757,757,757,356.888,223.140,46.503,3.371,1.288,3.352,356.888,223.140,46.503,352,219,46,11,10,2
1088,902,1088,439,884544,813.000,0.000,813,813,813,49.936,220.016,55.074,6.282,1.338,6.075,49.935,220.016,55.074,42,214,46,16,12,20
199,294,199,121,157011,789.000,0.000,789,789,789,369.950,315.859,51.427,3.658,1.252,3.612,369.950,315.859,51.427,367,313,46,6,7,13
2233,1388,2233,759,1837759,823.000,0.000,823,823,823,231.795,362.260,56.716,8.153,1.950,7.798,231.795,362.260,56.716,226,355,46,12,16,22
1068,830,1068,503,891780,835.000,0.000,835,835,835,2.210,291.425,58.179,6.599,2.025,6.313,2.210,291.426,58.179,0,285,47,7,13,21
267,330,267,151,215469,807.000,0.000,807,807,807,483.573,355.929,52.704,3.794,0.908,3.677,483.574,355.929,52.704,481,353,47,7,7,12
2490,1590,2490,833,2109030,847.000,0.000,847,847,847,224.225,376.232,59.080,8.318,1.704,8.339,224.225,376.232,59.079,218,368,47,15,20,21
1740,1112,1740,620,1489440,856.000,0.000,856,856,856,21.474,408.483,59.357,7.546,1.837,7.410,21.474,408.482,59.357,16,402,47,12,15,21
2275,1302,2275,741,1945125,855.000,0.000,855,855,855,305.343,23.472,59.908,7.969,1.340,7.763,305.343,23.472,59.909,298,17,48,16,15,20
221,292,221,128,177684,804.000,0.000,804,804,804,60.887,67.000,52.851,3.426,0.754,3.269,60.887,67.000,52.851,58,64,48,7,7,11
639,612,639,289,524619,821.000,0.000,821,821,821,158.966,89.191,56.635,5.479,1.750,4.997,158.965,89.191,56.635,155,85,48,9,9,20
3478,2220,3478,1155,3057162,879.000,0.000,879,879,879,188.445,449.520,60.182,9.441,2.132,9.502,188.445,449.520,60.182,180,438,48,19,25,20
228,298,228,127,184680,810.000,0.000,810,810,810,295.039,14.175,54.092,3.631,0.973,3.556,295.039,14.175,54.092,292,11,49,7,7,12
784,680,784,311,648368,827.000,0.000,827,827,827,162.438,112.263,56.006,5.464,0.976,5.398,162.438,112.263,56.006,157,108,49,13,11,15
345,416,345,180,287040,832.000,0.000,832,832,832,36.261,185.919,56.568,4.315,1.266,4.006,36.261,185.919,56.568,33,182,49,7,9,15
824,638,824,371,664144,806.000,0.000,806,806,806,255.824,185.049,53.983,5.512,0.918,5.397,255.824,185.049,53.983,251,181,49,10,11,13
695,622,695,313,553915,797.000,0.000,797,797,797,357.104,225.246,52.859,5.250,0.953,5.230,357.104,225.246,52.859,352,219,49,11,13,12
1835,1126,1835,604,1493690,814.000,0.000,814,814,814,378.247,236.714,54.698,7.254,0.846,7.165,378.248,236.714,54.697,370,229,49,16,15,16
811,686,811,349,641501,791.000,0.000,791,791,791,341.552,361.011,52.377,5.559,0.997,5.403,341.553,361.011,52.377,336,354,49,13,15,11
717,646,717,374,568581,793.000,0.000,793,793,793,79.612,402.787,51.073,5.435,1.429,5.567,79.612,402.787,51.072,72,397,49,16,13,7
1817,1134,1817,655,1549901,853.000,0.000,853,853,853,215.227,414.342,60.175,7.455,1.448,7.368,215.227,414.342,60.175,209,408,49,13,15,19
979,752,979,398,826276,844.000,0.000,844,844,844,138.385,16.874,60.746,6.031,1.274,5.797,138.386,16.874,60.746,134,12,50,10,11,18
801,698,801,336,665631,831.000,0.000,831,831,831,73.436,101.851,56.316,5.473,0.931,5.480,73.436,101.851,56.316,69,95,50,10,13,15
983,752,983,399,791315,805.000,0.000,805,805,805,253.778,165.843,54.302,5.918,0.949,5.791,253.778,165.843,54.302,248,158,50,14,14,11
3225,1930,3225,1095,2605800,808.000,0.000,808,808,808,245.967,382.784,58.077,9.198,1.774,9.006,245.965,382.784,58.077,233,373,51,26,19,17
2241,1228,2241,708,1913814,854.000,0.000,854,854,854,17.827,76.707,61.068,7.770,0.824,7.635,17.827,76.707,61.068,10,69,52,16,16,16
541,516,541,240,452276,836.000,0.000,836,836,836,473.906,355.991,58.144,4.819,0.840,4.750,473.905,355.991,58.144,469,352,52,11,9,13
671,652,671,320,590480,880.000,0.000,880,880,880,498.329,456.711,61.024,5.758,1.847,5.638,498.330,456.711,61.024,493,451,52,11,13,16
958,776,958,432,807594,843.000,0.000,843,843,843,221.949,482.429,60.170,6.097,1.510,5.929,221.949,482.429,60.170,217,476,52,10,13,16
939,694,939,389,805662,858.000,0.000,858,858,858,58.888,22.905,61.622,5.798,0.984,5.692,58.888,22.905,61.622,54,18,53,11,11,15
1168,792,1168,482,988128,846.000,0.000,846,846,846,4.675,169.402,60.563,6.252,1.078,6.204,4.675,169.402,60.563,0,164,53,11,11,15
1776,1688,1776,1017,1478700,832.601,2.538,834,828,834,279.163,278.367,58.719,7.141,1.920,7.180,279.163,278.370,58.727,269,269,53,21,19,12
1717,1120,1717,631,1462884,852.000,0.000,852,852,852,86.956,402.384,59.567,7.336,1.510,7.207,86.955,402.384,59.567,78,394,53,18,18,12
1588,1002,1588,565,1368856,862.000,0.000,862,862,862,329.890,260.175,61.937,6.916,0.904,6.887,329.889,260.177,61.937,323,254,54,15,14,14
1708,1072,1708,601,1497916,877.000,0.000,877,877,877,143.484,407.352,62.523,7.161,1.105,7.127,143.484,407.352,62.524,137,400,54,15,17,14
774,626,774,345,657126,849.000,0.000,849,849,849,81.367,417.084,61.455,5.435,0.996,5.429,81.367,417.083,61.455,76,413,54,11,9,14
1641,1116,1641,626,1378440,840.000,0.000,840,840,840,168.648,490.551,60.308,7.061,1.277,7.080,168.646,490.553,60.308,160,483,55,18,15,13
1257,962,1257,555,1081020,860.000,0.000,860,860,860,301.990,76.256,63.325,7.073,2.286,7.000,301.991,76.256,63.325,295,66,56,13,22,12
523,480,523,254,453441,867.000,0.000,867,867,867,319.627,299.786,63.004,4.738,0.879,4.598,319.627,299.786,63.004,316,296,56,9,9,12
1169,818,1169,455,1020537,873.000,0.000,873,873,873,145.046,380.507,63.393,6.236,0.935,6.257,145.046,380.508,63.392,138,375,56,15,13,12
281,312,281,161,241379,859.000,0.000,859,859,859,42.544,36.363,63.139,3.829,0.863,3.824,42.544,36.363,63.139,40,33,57,6,7,11
992,828,992,457,838240,845.000,0.000,845,845,845,35.259,132.908,62.528,6.090,1.467,5.853,35.259,132.908,62.528,30,121,57,12,19,11
511,488,511,254,440993,863.000,0.000,863,863,863,399.065,264.057,64.282,4.690,0.885,4.617,399.065,264.057,64.282,394,259,58,11,11,10
